Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Khan, M.S., Chinnaiyan, R., Balachandar, S., Ali Ibrahim, S.J., Chakravarthy, N.S.K., Kalaiarasan, C., Divya, R.","58222906800;35309537200;57216361842;57198098842;56446869800;24473351000;57511498300;","Centralized and Reliable Digital Twin Models for Smart City's Buildings Protection during Disaster",2022,"Proceedings - 2022 International Conference on Computational Modelling, Simulation and Optimization, ICCMSO 2022",,,,"226","229",,1,"10.1109/ICCMSO58359.2022.00053","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85156196628&doi=10.1109%2fICCMSO58359.2022.00053&partnerID=40&md5=a0ca0f1b6f5c5c9dedcabada998cfc88",Conference Paper,"Final","",Scopus,2-s2.0-85156196628
"Mukhopadhyaya, K., Chaturvedi, M., Monisha, V., Kiran, S., Monisha, A.","57224620564;57235652300;56069595200;7004766503;58580672300;","Detection of Toxic Gases and Temperature Sensing for Miners using IoT Based Intelligent Helmet",2022,"2022 International Conference on Smart Generation Computing, Communication and Networking, SMART GENCON 2022",,,,"","",,,"10.1109/SMARTGENCON56628.2022.10083725","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153678930&doi=10.1109%2fSMARTGENCON56628.2022.10083725&partnerID=40&md5=630fea258d647d4364b9ffbaea30ae2a",Conference Paper,"Final","",Scopus,2-s2.0-85153678930
"Prasad, S., Alamuru, S., Arun, S., Alamuru, S.","57210537800;57214136418;57212815340;57214131617;","Intrusion Detection and Prevention Systems in Smart Environments - A Survey",2022,"2022 International Conference on Smart Generation Computing, Communication and Networking, SMART GENCON 2022",,,,"","",,,"10.1109/SMARTGENCON56628.2022.10084309","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85153674793&doi=10.1109%2fSMARTGENCON56628.2022.10084309&partnerID=40&md5=ecacf3b73bbc8af052bb9b882c7050fb",Conference Paper,"Final","",Scopus,2-s2.0-85153674793
"Pawar, V., Jose, D.V.","57212063619;57162822500;","Evidence Acquisition in Social Media for Cyber Crime",2022,"2022 4th International Conference on Cognitive Computing and Information Processing, CCIP 2022",,,,"","",,,"10.1109/CCIP57447.2022.10058653","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85152236301&doi=10.1109%2fCCIP57447.2022.10058653&partnerID=40&md5=f41d971b1ea11e6937dddb25d5cffec3",Conference Paper,"Final","",Scopus,2-s2.0-85152236301
"Varun, C.H.","58156340000;","Verification of Burst Transfers in AMBA5-AHB Protocol",2022,"International Interdisciplinary Humanitarian Conference for Sustainability, IIHC 2022 - Proceedings",,,,"41","45",,,"10.1109/IIHC55949.2022.10060440","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150838306&doi=10.1109%2fIIHC55949.2022.10060440&partnerID=40&md5=190bd1d973819f6c78cb90f965ead06a",Conference Paper,"Final","",Scopus,2-s2.0-85150838306
"Arun, C.G., Suganya, S.","58155842900;57211397709;","Constrained random verification of Burst operation in AXI-4",2022,"International Interdisciplinary Humanitarian Conference for Sustainability, IIHC 2022 - Proceedings",,,,"23","28",,,"10.1109/IIHC55949.2022.10060411","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150826088&doi=10.1109%2fIIHC55949.2022.10060411&partnerID=40&md5=bde742c21571468fa9284bc21fa53c1c",Conference Paper,"Final","",Scopus,2-s2.0-85150826088
"Saha, S.","57202362175;","Classifiers Based on Machine Learning for Detection of Myocardial Infarction",2022,"International Interdisciplinary Humanitarian Conference for Sustainability, IIHC 2022 - Proceedings",,,,"1509","1514",,,"10.1109/IIHC55949.2022.10059692","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150821052&doi=10.1109%2fIIHC55949.2022.10059692&partnerID=40&md5=116a5b4669bc62075f3cfc9503ec53f4",Conference Paper,"Final","",Scopus,2-s2.0-85150821052
"Kumaresan, K., Mohanraj, R., Thomas, R., Deepa, R., Madhumita, S., Nithishkumar, K.","57216125583;57189214943;58148886100;58287387400;57712827400;57291431900;","Design and Implementation of a Cascade Control System for Continuous Process Based on Control Logix 5571 PLC",2022,"Proceedings of the 2022 3rd International Conference on Communication, Computing and Industry 4.0, C2I4 2022",,,,"","",,,"10.1109/C2I456876.2022.10051177","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150475103&doi=10.1109%2fC2I456876.2022.10051177&partnerID=40&md5=32bb041a5aa61d38e2154ce0b1cb076f",Conference Paper,"Final","",Scopus,2-s2.0-85150475103
"Hosallimath, V.V., Awati, A., Patil, M.R.","58149197300;57201898866;24829935700;","Investigation of Corrosion Intensity on Metal Structures Using Image Processing Algorithms",2022,"Proceedings of the 2022 3rd International Conference on Communication, Computing and Industry 4.0, C2I4 2022",,,,"","",,,"10.1109/C2I456876.2022.10051605","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150471559&doi=10.1109%2fC2I456876.2022.10051605&partnerID=40&md5=338b4b8aa36f90fab3b99f8217ed13c0",Conference Paper,"Final","",Scopus,2-s2.0-85150471559
"Senthilpari, C., Diwakar, K., Deivasigamani, Velrajkumar, P., Ayavoo, R.","22635850200;55401617700;58149053600;36810699400;57216967335;","Power Efficiency Top-Down ALU for Error Correction and Detection Circuit",2022,"Proceedings of the 2022 3rd International Conference on Communication, Computing and Industry 4.0, C2I4 2022",,,,"","",,,"10.1109/C2I456876.2022.10051607","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150469414&doi=10.1109%2fC2I456876.2022.10051607&partnerID=40&md5=16a2f8f976faf491d21628cf26dba338",Conference Paper,"Final","",Scopus,2-s2.0-85150469414
"Thiyagarajan, G., Prasanna, S., Vijayalakshmi, V.","57221779725;56592237800;57202440000;","Process Mining based Student's Behavioural modeling for Online Assessment",2022,"Proceedings of the 2022 3rd International Conference on Communication, Computing and Industry 4.0, C2I4 2022",,,,"","",,,"10.1109/C2I456876.2022.10051327","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150468336&doi=10.1109%2fC2I456876.2022.10051327&partnerID=40&md5=ad25b67498724b751bb8a8782852c2ff",Conference Paper,"Final","",Scopus,2-s2.0-85150468336
"Likith, V.P., Begam, M.F., Shashikant, M.N.","58148486800;57348475000;58148629500;","Automated Medical Recommendation System using Machine Learning Techniques and Natural Language Processing",2022,"Proceedings of the 2022 3rd International Conference on Communication, Computing and Industry 4.0, C2I4 2022",,,,"","",,,"10.1109/C2I456876.2022.10051457","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150466993&doi=10.1109%2fC2I456876.2022.10051457&partnerID=40&md5=af54011443aef416cd783fb5d54cef25",Conference Paper,"Final","",Scopus,2-s2.0-85150466993
"Jain, A., Yadav Ch T, K.T., Ghosh, A.","56404950700;58148915400;57216832563;","A Novel Circuit technique for Leakage Reduction in Ultra Deep Sub-Micron CMOS Technology",2022,"Proceedings of the 2022 3rd International Conference on Communication, Computing and Industry 4.0, C2I4 2022",,,,"","",,1,"10.1109/C2I456876.2022.10051569","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150462450&doi=10.1109%2fC2I456876.2022.10051569&partnerID=40&md5=98dc78c0e9a1742d44c829fc9cc6cd04",Conference Paper,"Final","",Scopus,2-s2.0-85150462450
"Srivastava, A., Venkateswaran, K.","55208488300;55811774200;","Circular Cavity Backed Water Drop Shaped Slot SIW Antenna",2022,"Proceedings of the 2022 3rd International Conference on Communication, Computing and Industry 4.0, C2I4 2022",,,,"","",,,"10.1109/C2I456876.2022.10051392","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150461492&doi=10.1109%2fC2I456876.2022.10051392&partnerID=40&md5=c9a3be9f312c7f10eb348165449ab209",Conference Paper,"Final","",Scopus,2-s2.0-85150461492
"Lakshmanan, M., Chitra, K., Premkumar, M., Kumar, C., Viji, K., Jaisiva, S.","56379773900;56141400000;57191413142;57214039358;57222118600;57210961716;","Performance analysis of PD Controller tuning in Frequency domain for Dual-Motor Ball &amp; Beam System (DMBB)",2022,"Proceedings of the 2022 3rd International Conference on Communication, Computing and Industry 4.0, C2I4 2022",,,,"","",,,"10.1109/C2I456876.2022.10051246","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150459558&doi=10.1109%2fC2I456876.2022.10051246&partnerID=40&md5=4f8983ff9aa4c6dcf633f855bf5af9cf",Conference Paper,"Final","",Scopus,2-s2.0-85150459558
"Dimf, G.P., Kumar, P., Manju, V.N.","58148482500;57714836900;56559971100;","Detection of Electricity Theft using a Deep Learning-based Bayesian optimization algorithm and LSTM",2022,"Proceedings of the 2022 3rd International Conference on Communication, Computing and Industry 4.0, C2I4 2022",,,,"","",,,"10.1109/C2I456876.2022.10051507","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150456657&doi=10.1109%2fC2I456876.2022.10051507&partnerID=40&md5=18637ec76bc81f8c3af61a3e971f1d6b",Conference Paper,"Final","",Scopus,2-s2.0-85150456657
"Tiwari, R., Kumar, K., Devi, V.L., Surjith Surya, S.V., Atyam, N.R.","57189686261;57194220612;56857483600;58148768200;58151792300;","Evaluation of the MPPT for the Wind Energy Conversion System's Performance using ANN and ANFIS",2022,"Proceedings of the 2022 3rd International Conference on Communication, Computing and Industry 4.0, C2I4 2022",,,,"","",,,"10.1109/C2I456876.2022.10051429","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150448758&doi=10.1109%2fC2I456876.2022.10051429&partnerID=40&md5=3657496cffd193b69d8df8cd928bcb1b",Conference Paper,"Final","",Scopus,2-s2.0-85150448758
"Prakash, V.S., Vennila, J., Shiva Kumar, B.N., Shriidhar, P.J.","57222366075;57193525213;58148199700;58148495000;","Analyzer for Heterogeneous Peer Server Nodes with ADCD Technique for Load Diversion",2022,"Proceedings of the 2022 3rd International Conference on Communication, Computing and Industry 4.0, C2I4 2022",,,,"","",,,"10.1109/C2I456876.2022.10051393","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150447529&doi=10.1109%2fC2I456876.2022.10051393&partnerID=40&md5=a74ad65338e8ee10b4fa89087268d01b",Conference Paper,"Final","",Scopus,2-s2.0-85150447529
"Prakash, V.S., Chitra, K., Britto Jacob, S., Yuvaraj, S., Shiva Kumar, B.N.","57222366075;56141400000;57206462818;57205557214;58148199700;","Improved Privacy Conservation Applicability for the Disturbed Data in Multi Partitioned Data Collection Environment",2022,"Proceedings of the 2022 3rd International Conference on Communication, Computing and Industry 4.0, C2I4 2022",,,,"","",,,"10.1109/C2I456876.2022.10051375","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150438651&doi=10.1109%2fC2I456876.2022.10051375&partnerID=40&md5=f72116e155c64f9db96fe1a54a4a5c1d",Conference Paper,"Final","",Scopus,2-s2.0-85150438651
"Bhat, A., Niranjan, L., Shivaraj, A., Mohan Kumar, B.N.","56045691400;57222038324;58148201000;57222012944;","Lifetime ratio improvement in relay nodes using CWSN for cooperative wireless sensor networks",2022,"Proceedings of the 2022 3rd International Conference on Communication, Computing and Industry 4.0, C2I4 2022",,,,"","",,8,"10.1109/C2I456876.2022.10051217","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150437999&doi=10.1109%2fC2I456876.2022.10051217&partnerID=40&md5=301b5c4818fe11b5c1fab35d14f6fa10",Conference Paper,"Final","",Scopus,2-s2.0-85150437999
"Viji, K., Chitra, K., Sujatha, M.S., Jaisiva, S., Nageswara Rao, A., Ahmed, A.","57222118600;56141400000;57836603900;57210961716;57263173000;58149065200;","Fast Charging Technique for Grid Connected Electric Vehicle using DAB Converter",2022,"Proceedings of the 2022 3rd International Conference on Communication, Computing and Industry 4.0, C2I4 2022",,,,"","",,1,"10.1109/C2I456876.2022.10051401","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150433305&doi=10.1109%2fC2I456876.2022.10051401&partnerID=40&md5=74fa380e0484a12b2c82fc7cceeee6be",Conference Paper,"Final","",Scopus,2-s2.0-85150433305
"Chitra, K., Viji, K., Shendge, S., Reddy, V.T., Pati, T., Kumar, S.","56141400000;57222118600;58148337900;57217062630;57336640700;58148765400;","Hardware Implementation of Z-Source Inverter for Commercial Applications",2022,"Proceedings of the 2022 3rd International Conference on Communication, Computing and Industry 4.0, C2I4 2022",,,,"","",,,"10.1109/C2I456876.2022.10051367","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150429768&doi=10.1109%2fC2I456876.2022.10051367&partnerID=40&md5=c1b25ffb5e771bc4730180cda610dd63",Conference Paper,"Final","",Scopus,2-s2.0-85150429768
"Jaisiva, S., Kumar, C., Viji, K., Premkumar, M., Lakshmanan, M., Jayakumar, V.","57210961716;57214039358;57222118600;57191413142;56379773900;57209463850;","Enhancement of Voltage Conversion Ratio using DC-DC Boost Converter with Coat Circuit",2022,"Proceedings of the 2022 3rd International Conference on Communication, Computing and Industry 4.0, C2I4 2022",,,,"","",,1,"10.1109/C2I456876.2022.10051308","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150428487&doi=10.1109%2fC2I456876.2022.10051308&partnerID=40&md5=0457a7a629238feb5dcfccb4faa0ac3d",Conference Paper,"Final","",Scopus,2-s2.0-85150428487
"Shankar Narayan, S., Rajendra, R., Jayajevaa, N.","57222422194;58148338900;58149058700;","Comparative Analysis of Finite Element Method Solvers in Computational Blood Flow Investigations",2022,"Proceedings of the 2022 3rd International Conference on Communication, Computing and Industry 4.0, C2I4 2022",,,,"","",,,"10.1109/C2I456876.2022.10051376","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150426274&doi=10.1109%2fC2I456876.2022.10051376&partnerID=40&md5=e7418a970f9f535dade9585a2561483f",Conference Paper,"Final","",Scopus,2-s2.0-85150426274
"Navana, B.R., Eldho, R., Bhat, A., Solomon Selva, M., Vishnu Raju, M., Manohar, N.","58148768300;57210956903;58149204500;58149061000;58148912100;58148912200;","Design and Development of an IOT based Smart Helmet for Two Wheelers",2022,"Proceedings of the 2022 3rd International Conference on Communication, Computing and Industry 4.0, C2I4 2022",,,,"","",,,"10.1109/C2I456876.2022.10051232","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150414568&doi=10.1109%2fC2I456876.2022.10051232&partnerID=40&md5=ab845058d38fb1baaad25b07c5fe8f78",Conference Paper,"Final","",Scopus,2-s2.0-85150414568
"Nithara, P.V., Chithra, M., Pooja, B.P.","57210955313;58107515200;58148768000;","Research on Voltage Stability Improvement of Autonomous DC microgrid with MPPT Algorithm",2022,"Proceedings of the 2022 3rd International Conference on Communication, Computing and Industry 4.0, C2I4 2022",,,,"","",,,"10.1109/C2I456876.2022.10051431","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150411612&doi=10.1109%2fC2I456876.2022.10051431&partnerID=40&md5=2c78e24eee8bbeb2c008aefe21506afa",Conference Paper,"Final","",Scopus,2-s2.0-85150411612
"Nithyananda, Elumali, R.","58148203600;58148914300;","A Device Using Voice over Ethernet",2022,"Proceedings of the 2022 3rd International Conference on Communication, Computing and Industry 4.0, C2I4 2022",,,,"","",,,"10.1109/C2I456876.2022.10051554","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150410297&doi=10.1109%2fC2I456876.2022.10051554&partnerID=40&md5=052c5f6ab709d11bb35e30c1874e0a63",Conference Paper,"Final","",Scopus,2-s2.0-85150410297
"Darius, P.S.H., Devadason, J., Solomon, D.G.","35107140300;58144921500;16043609900;","Prospects of Ant Colony Optimization(ACO) in Various Domains",2022,"4th International Conference on Circuits, Control, Communication and Computing, I4C 2022",,,,"79","84",,,"10.1109/I4C57141.2022.10057938","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150282205&doi=10.1109%2fI4C57141.2022.10057938&partnerID=40&md5=eee75bd0ac419b3ac13f72d46fad892b",Conference Paper,"Final","",Scopus,2-s2.0-85150282205
"Balachandar, S., Chinnaiyan, R., Kalaiarasan, C.","57216361842;35309537200;24473351000;","IoT Based Connected Agro Plant Using Drones and Block Chain",2022,"2022 7th International Conference on Robotics and Automation Engineering, ICRAE 2022",,,,"426","430",,,"10.1109/ICRAE56463.2022.10056171","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150221982&doi=10.1109%2fICRAE56463.2022.10056171&partnerID=40&md5=6e6b83477f5ea8d214d27c43a8b510a8",Conference Paper,"Final","",Scopus,2-s2.0-85150221982
"Balachandar, S., Chinnaiyan, R., Kalaiarasan, C.","57216361842;35309537200;24473351000;","Centralized Reliability and Security Models for Home-based and Consumer Internet of Things",2022,"2022 7th International Conference on Robotics and Automation Engineering, ICRAE 2022",,,,"414","419",,1,"10.1109/ICRAE56463.2022.10056205","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150187616&doi=10.1109%2fICRAE56463.2022.10056205&partnerID=40&md5=7ea56d48c54903f8d2c7331e097622a4",Conference Paper,"Final","",Scopus,2-s2.0-85150187616
"Anuvarshini, S.R., Nidhi, D., Deeksha Sree, C., Krishna Sowjanya, K.","58141744800;58141891800;58142169700;58045652500;","Crime Forecasting : A Theoretical Approach",2022,"7th IEEE International Conference on Recent Advances and Innovations in Engineering, ICRAIE 2022 - Proceedings",,,,"37","41",,1,"10.1109/ICRAIE56454.2022.10054345","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85150047959&doi=10.1109%2fICRAIE56454.2022.10054345&partnerID=40&md5=e442aa4446f370a2f7734600c345b774",Conference Paper,"Final","",Scopus,2-s2.0-85150047959
"Madhavan, B., Suvitha, A., Steephen, A.","57226826230;57218331018;57226829140;","Experimental and theoretical validation studies of ASnO3 (A = Ba, Ca, Sr) nanofibres for bioactivity applications",2022,"International Journal of Nanotechnology","19","6-11",,"554","565",,3,"10.1504/IJNT.2022.128953","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148684066&doi=10.1504%2fIJNT.2022.128953&partnerID=40&md5=d4d690f25d2f79a5f17c6fb2f2e582ef",Article,"Final","",Scopus,2-s2.0-85148684066
"Roy, D., Das, C.","57200792565;57202680674;","Switching and Morphological Studies on Si15Te80Cu5 Glass and Thin Film",2022,"International Conference on Automation, Computing and Renewable Systems, ICACRS 2022 - Proceedings",,,,"134","138",,,"10.1109/ICACRS55517.2022.10029089","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148335028&doi=10.1109%2fICACRS55517.2022.10029089&partnerID=40&md5=64d3877d0bee1f2efdd1a664e7b3f1d4",Conference Paper,"Final","",Scopus,2-s2.0-85148335028
"Sujatha, M.S., Shashank, P., Ahammad, S., Dharma Teja, R., Vijji, K., Hithesh, A.R.","57836603900;58716810200;58107380000;58107249400;58107338700;58107249500;","Advanced Protection System for SCADA using Fog Computing",2022,"International Conference on Automation, Computing and Renewable Systems, ICACRS 2022 - Proceedings",,,,"1202","1207",,,"10.1109/ICACRS55517.2022.10029106","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85148333087&doi=10.1109%2fICACRS55517.2022.10029106&partnerID=40&md5=797433daf967d47d55f2840dd8e41743",Conference Paper,"Final","",Scopus,2-s2.0-85148333087
